Hanja,mean,sound,meanFiveElements,soundFiveElements
暞,"밝을, 밝다 , 깨끗이 나뉘다",교,화,목
釪,"악기이름, 창고달, 바리때",우,금,토
迀,"구할, 구하다 , 요구하다 , 권하다",간,토,목화
鑒,"살필,거울, 거울 (鑑자와 同字)",감,금,목수
酸,"실, 식초, 시다, 신 맛, 괴롭다 고되다",산,금,금화
龢,"화할, 화하다, 뜻이 맞다 , 화목하다",화,목,토
翺,"날, 날다 ,날아다니다 , 날개를 치며 날다",고,화,목
詹,"이를, 이르다(다다르다), 수다스럽다, 보다(瞻)",첨,금,금수
憩,"쉴, 쉬다, 휴식하다",게,화,목
颺,"날릴, 날리다, 일다 , 버리다 , 풍채가 빼어나다 , 높이다 , 나타나다 , 큰소리로",양,목,토
蕡,"들깨, 들깨 , 삼의 씨 , 삼 , 잡초의 향기 , 열매가",분,목,수화
幀,"그림족자, 그림 족자, 비단에 그린 그림, 그림 틀",정,목,금토
珗,"옥돌, 옥돌",선,금,금화
茥,"딸기, 딸기",규,목,목
碻,"확실할,굳을, 단단하다, 확실하다; =確",확,금,토목
爁,"불 번질, 불이 번지다,",람,화,화수
頣,"눈 크게 뜨고 볼, 눈 크게 뜨고 보다 , 눈을 들고 사람을 보다",신,화,금화
符,"병부, 증거, 도장, 부적, 미래기, 예언서",부,목,수
鰈,"가자미, 가자미 , 넙치 , 납자루",접,수,금수
顥,"클, 크다, 넓다, 빛나다, 희다",호,화,토
連,"이를, 잇닿다 , 연속하다 , 산 이름",연,토,토화
籬,"울타리, 울타리 , 대나무 , 대 조리",리,목,화
篊,"통발, 통발(고기 잡는 기구) , 홈통",홍,목,토
旺,"왕성할, 왕성하다 , 곱다 , 아름답다",왕,화,토
瓀,"옥돌, 옥돌",연,금,토화
瀚,"넓고큰모양, 넓다, 사막 이름",한,수,토화
憙,"기뻐할, 기뻐하다, 좋아하다, 허(감탄)",희,화,토
嫩,"어릴, 어리고 연약함",눈,토,화
贊,"찬성할, 돕다, 고하다, 기리다, 찬사",찬,금,금화
繈,"포대기, 포대기 , 띠",강,목,목토
閫,"문지방, 문지방 , 문지방 한가운데의 턱 , 왕후가 거처하는 곳",곤,목,목화
矜,"수긍할, 불쌍히 여기다, 괴로워하다, 아끼다, 엄숙하다",긍,금,목토
滔,"물, 물넘칠, 넓다",도,수,화
排,"밀, 밀치다, 물리치다, 늘어서다, 줄, 풀무",배,목,수
嫻,"우아할, 우아하다 , 단아하다, 조용하다",한,토,토화
焞,"밝을, 어스름하다, 어스레한 모양",순,화,금화
鉑,"금박, 금박",박,금,수목
鏤,"새길, 새기다, 강철, 쇠붙이 장식",루,금,화
紆,"굽을, 굽다, 굽히다, 얽히다 , 감돌다, 울적하다, 드리우다, 곡절이 많음",우,목,토
恃,"의지할, 믿다, 의뢰하다 , 자부하다 , 어머니",시,화,금
抉,"도려낼, 도려내다, 들추어 내다, 폭로하다, 파다, 구멍을 파다",결,목,목화
俍,"어질, 어질다, 좋다, 훌륭하다, 아름답다, 착하다, 곧다, 길하다",량,화,화토
珒,"옥 이름, 옥 이름",진,금,금화
墺,"물가, 물가 , 뭍 , 물가",오,토,토
唆,"부추길, 부추기다 , 꼬드기다 , 교사하다",사,수,금
傒,"가둘, 가두다 , 구금하다, 기다리다 ,",혜,화,토
豊,"풍년,부들, 풍년, 괘 이름, 잔대 불용문자 ",풍,목,수토
洋,"물, 바다, 대해, 넘치다, 가득 차서 넘치다, 큰 물결, 거센 파도",양,수,토
圇,"완전할, 완전하다, 동글동글하다, 덩어리",윤,수,토화
謄,"베낄, 베끼다 , 등사하다 , 옮겨 쓰다",등,금,화토
塢,"독, 둑, 마을 , 보루 , 성채",오,토,토
洒,"씻을, 공손하다, 엄숙하다, 깊다, 놀라다, 떨다, 추운 모양",세,수,금
叭,"입벌릴, 입을 벌리다 , 나팔 , 숨쉬는 소리 , 오리의 우는 소리",팔,수,수화
壽,"목숨, 목숨, 수명, 장수, 머리, 별 이름, 헌수하다 불용문자 ",수,토,금
匍,"길, 기어가다",포,목,수
見,"볼, 보다, 보이다, 당하다, 견해",견,화,목화
彪,"무늬, (작은) 범, 문채나다",표,화,수
瀧,"적실, 비가 오는 모양, 여울, 적시다, 물이름",롱,수,화토
框,"문테,  ",광,목,목토
揚,"오를, 날리다, 하늘을 날다, 바람에 흩날리다, 오르다, 올리다, 쳐들다",양,목,토
瑋,"옥이름, 옥 이름, 옥의 한 가지, 진기하다",위,화,토
蹀,"밟을, 밟다 , 잔걸음하다",접,토,금수
桎,"차꼬, 차꼬(형구의 한 가지), 차꼬를 채우다, 막히다, 쐐기",질,목,금화
濔,"많을, 많다, 많은 모양				&,							물가득할 미			총",이,수,토
芣,"질경이, 질경이 , 당아욱",부,목,수
拙,"졸렬할, 졸하다 (재주가 없다), 서툴다, 옹졸하다",졸,목,금화
栒,"가름대, 가름대나무, 나무 이름, 고을 이름",순,목,금화
綧,"어지러울, 어지럽다 , 포백 넓이 , 법도",준,목,금화
恁,"생각할, 생각하다, 이같은, 이같이, 당신",임,화,토수
紐,"맺을, 끈, 매다, 묶다, 매듭, 관여하다",뉴,목,화
荣,"영화,꽃, 영화, 영예, 영광, 명예, 피, 혈액, 꽃, 영광스럽다",영,목,토
采,"채색, 캐다(채취), 가리다, 채색 무늬(彩), (할)일, 벼슬",채,목,금성(姓)씨 사용
誡,"경계할, 경계, 경계하다",계,금,목
坩,"도가니(항아리), 도가니 , 항아리",감,토,목수
招,"부를, 부르다, 구하다, 묶다, 과녁",초,목,금
崍,"산이름, 산 이름, 뫼",래,토,화
堦,"섬돌, 섬돌 , 사다리 , 길 , 실마리 , 품계",계,토,목
倏,"갑자기, 갑자기, 매우 짧은 시간 , 빨리 내닫는 모양 , 빛 , 빨리 달리다 , 빛나다",숙,화,금목
泰,"클, 크다, 통하다, 너그럽다, 교만하다, 심히, 64괘의 하나 불용문자 ",태,수,화성(姓)씨 사용
鉷,"쇠뇌고동, 쇠뇌 고동, 석궁",홍,금,토
省,"살필, 살피다, 깨닫다, 명심하다, 마을, 대궐, 성",성,목,금토
鷽,"비둘기, 비둘기(새) , 피리새(멋쟁이, 되샛과의 새) , 메까치",학,화,토목
熇,"엄할, 뜨겁다, 불꽃 일어나다",혹,화,토목
苜,"거여목, 거여목",목,목,수목
追,"따를, 쫓다, 좇다, 뒤따라",추,토,금
檄,"격문, 격문 격서, 편지, 회장 회문, 격서를 보내다",격,목,목
碬,"숫돌, 숫돌, 돌자갈 땅 , 울퉁불퉁하다",하,금,토
慶,"경사, 경사, 선행, 상, 복, 하례하다, 어조사 불용문자 ",경,화,목토성(姓)씨 사용
眺,"바라볼, 바라보다, 살피다, 주의하여 보다",조,목,금
鄒,"나라, 나라 이름(춘추 시대 노나라의 부용국)",추,토,금성(姓)씨 사용
便,"편할, 편하다, 편의, 소식, 쉬다, 익히다",편,화,수화
瑎,"검은 옥돌, 검은 옥돌",해,금,토
覲,"뵐, 뵈다(알현함), 만나다 보다, 겨우",근,화,목화
濆,"뿜을, 뿜다 , 솟아나오다 , 솟다 , 움직이다 , 물가 , 물이 서로 휘감기며 흐르는 모양",분,수,수화
艚,"거룻배, 거룻배 , 배",조,목,금
孫,"손자, 손자 , 자손, 움, 맥락 , 겸손하다",손,수,금화성(姓)씨 사용
啻,"뿐,다만, 뿐 , 다만",시,수,금
釐,"다스릴, 다스리다, 정리하다, 개정하다",리,토,화
滋,"부를, 불어나다, 우거지다, 번식하다, 자라다, 심다, 흐리다, 잦다, 더욱, 맛있는 (",자,수,금
娩,"낳을, 해산하다",만,토,수화
曙,"새벽, 새벽 , 때 , 밝다 , 동이 트다",서,화,금
哄,"떠들썩할, 떠들썩하다, 노랫소리, 고무하다, 진작하다",홍,수,토
嗷,"시끄러울, 시끄럽다 , 여럿이 근심하다 , 떠들썩하다 , 지껄이다",오,수,토
懏,"똑똑할, 똑똑하다 , 슬기롭다",준,화,금화
澱,"앙금, 앙금 찌끼, 괴다, 얕은 물",전,수,금화
粉,"가루, 가루, 빻다, 분, 분바르다, 회 불용문자 ",분,목,수화
聊,"애오라지, 귀울다, 애오라지(부족한대로), 힘입다, 즐기다",요,화,토
嵋,"산 이름, 산이름",미,토,수
薯,"감자, 마(마과 식용작물)",서,목,금
坻,"모래톱, 모래톱 , 모래섬, 물가 , 토대",지,토,금
褓,"포대기, 포대기",보,목,수
雪,"눈, 눈 , 흰색 , 흰것의 비유 불용문자 ",설,수,금화
媄,"아름다울, 아름답다 , 예쁘다 , 빛 곱다",미,토,수
蟠,"서릴(두를), 서리다(몸을 감고 엎드려 있다), 두르다(주위를 빙 감아 돌다)",반,수,수화
鑌,"강철, 강철 , 광내다 , 빛을 내다",빈,금,수화
晡,"신시(시간), 신시 , 저녁나절 , 해질 무렵",포,화,수
鰊,"청어, 청어과의 바닷 물고기",연,수,토화
会,"모일, 모이다, 모으다, 만나다, 맞다, 능숙하다",회,화,토
素,"흴, 희다, 흰 빛, 생명주, 무지 무문, 바탕, 정성",소,목,금
鯉,"잉어, 잉어 , 편지 , 서찰",이,수,토
陪,"도울, 모시다, 돕다, 더하다",배,토,수
甦,"깨어날, 깨어나다,깨다, 소생하다",소,수,금
穉,"어릴, =稚, 어리다",치,목,금
婚,"혼인할, 혼인하다, 사돈",혼,토,토화
舷,"뱃전, 뱃전(배의 가)",현,목,토화
甫,"클, 크다, 많다, 겨우, 비로소",보,수,수성(姓)씨 사용
誹,"헐뜯을, 헐뜯다, 비방하다",비,금,수
礏,"산 우뚝 솟을, 산이 우뚝 솟다 , 산이 높은 모양",급,금,목수
妹,"누이, 손아래 누이, 나이가 아래인 여자의 애칭",매,토,수
淸,"맑을, 맑다, 빛이 선명하다, 사념이 없다, 탐욕이 없다",청,수,금토
覇,"으뜸, 으뜸, 패왕",패,수,수
諟,"이, 이, 바르다, 바로잡다",시,금,금
顳,"관자놀이, 관자놀이 , 귀밑 뼈",섭,화,금수
璊,"붉은 옥, 붉은 옥 , 옥의 붉은 빛깔",문,금,수화
窗,"창문, 창 , 창문 , 지게문",창,수,금토
冀,"하고자할, 바라다, 바라건대, 고을이름, 기주(9주의 하나: 하북성 산서성의 대부분과 하남성의 일부)",기,토,목
磁,"자석, 자석 지남석, 사기 그릇",자,금,금
絲,"실, 실, 명주, 잣다, 악기 이름, 십 홀 불용문자 ",사,목,금
紅,"붉을, 붉다, 붉은빛, 연지 불용문자 ",홍,목,토
囷,"곳집,쌀창고, 곳집 , 꼬불꼬불하다 , 다발을 묶다",균,토,목화
沚,"물가, 물가",지,수,금
覨,"오래 볼, 오래 보다 , 응시하다 , 물끄러미보다 , 오래 살다",악,화,토목
奐,"빛날, 크다, 편안하다, 빛나다, 성하다",환,목,토화
孔,"구멍, 구멍, 매우, 비다, 깊다",공,수,목토성(姓)씨 사용
溜,"처마물, 물방울이 떨어지다, 흐르다, 물방울, 낙수 고랑",류,수,화
明,"밝을, 밝(히)다, 밝게 나타나다, 희다, 빛, 낮, 일월, (주원장의) 명나라 불용문자 ",명,화,수토성(姓)씨 사용
墀,"지대뜰, 지대뜰 , 꾸민 마룻바닥",지,토,금
裱,"목도리, 목도리 , 소맷부리",표,목,수
蘪,"천궁, 천궁, 물속에 풀이 나다, 풀이 거칠다",미,목,수
嫤,"예쁠, 여자의 자 , 예쁘다 , 아름답다",근,토,목화
晛,"볕기운,햇살, 햇살, 햇빛, 밝다, 환하다",현,화,토화
柑,"귤, 감자나무, 홍귤나무",감,목,목수
骹,"발회목, 발회목 , 정강이 , 기물의 다리 , 우는살",교,금,목
煆,"데울, 데우다 , 덥다 , 마르다",하,화,토
晄,"밝을, 밝다, 빛나다. (晃과 同字)",황,화,토
衛,"호위할, 지키다, 보위하다, 호위하다, 막다, 아름답다, 좋다, 의심",위,화,토
縟,"꾸밀, 꾸미다 , 화문 놓다 , 가늘다 , 번다하다",욕,목,토목
籠,"채롱, 대그릇 농, 새장, 탈 것, 싸다 불용문자 ",롱,목,화토
籃,"대바구니, 바구니",남,목,화수
㶼,"빛날, 빛나다 , 덥다 , 불 때다 , 불이 이글이글하다",애,화,토
賳,"재물, 재물, 재화",재,금,금
順,"순할, 순하다, 좇다, 도리를 따르다, 거스르지 아니하다, 잇다 불용문자 ",순,화,금화
華,"빛날, 꽃(피다), 빛, 번성하다, 중화(중국) 불용문자 ",화,목,토
漿,"즙, 미음, 마실 것, 음료, 풀, 풀을 먹이다",장,수,금토
萎,"시들, 시들다, 앓다, 쇠미하다, 둥굴레",위,목,토
忕,"익숙해질, 사치하다, 자세히 살피다 , 익숙해지다, 익숙하게 되도록 하다",세,화,금
溨,"물 이름, 물 이름",재,수,금
擡,"들, 들다, 메다 , 쳐들다, 용왕이 긴 겨울잠에서 깨어 머리를 든다는 날",대,목,화
胤,"이을, 잇다, 계승하다, 자손, 맏아들, 후사",윤,수,토화
礑,"밑바닥, 밑바닥 , 찰싹 소리",당,금,화토
挐,"붙잡을, 붙잡다 ,쥐다 , 비비다 , 끌다, 맞당기다 , 뒤섞다, 어지럽다",나,목,화
苞,"쌀, 풀 이름, 더부룩이 나다, 덤불, 밑, 근본, 싸다(包), 그령",포,목,수
邌,"천천히 갈, 천천히 가다 , 늦다 , 먼동이 트다 , 서행하는 모양 , 더디다",여,토,토
媍,"며느리, 며느리 , 지어미 , 아내 , 여자",부,토,수
稹,"빽빽할, 빽빽하다, 촘촘하다, 뿌리가 얽히다, 떨기로 나다, 모이다",진,목,금화
崤,"산 이름, 산 이름 , 내 이름",효,토,토
推,"가릴,밀, 옮기다, 밀다",추,목,금
踊,"뛸, 뛰다, 춤추다, 오르다, 신, 심히, 미리",용,토,토
攤,"펼, 펴다 , 펼치다 , 헤치다 , 벼르다",탄,목,화
諄,"지극할, 타이르다 , 지성스럽다, 돕다, 두텁다",순,금,금화
蔞,"산쑥, 산쑥",루,목,화
近,"가까울, 가깝다, 근처, 요사이, 근친, 가까이, 가까이 하다",근,토,목화
馟,"향기로울,  ",도,목,화
毬,"공, 공모양 , 제기 , 과실",구,목,목
糗,"볶은 쌀, 볶은 쌀 , 볶은 쌀로 쑨 죽 , 미숫가루",구,목,목
神,"신령, 귀신(하늘의 신), 신선, 혼, 영혼, 정기, 영묘하다 불용문자 ",신,목,금화
臺,"집, 돈대(관망대), 능, 성문",대,토,화
暱,"친할, 친하다 , 친한 사람",일,화,토화
輯,"모을, 모으다, 모이다, 화기가 돌다, 상냥하다, (바람이) 솔솔 불다",집,화,금수
麵,"밀가루, 밀가루",면,목,수화
罣,"걸, 걸다, 걸리다 , 거리끼다 , 연루되다",괘,목,목
巚,"봉우리, 봉우리 , 낭떠러지 , 가파르다 , 험하다",헌,토,토화
苳,"겨우살이, 겨우살잇과의 상록 관목",동,목,화토
科,"과거,과목, 품등, 품등, 법(률), 과거",과,목,목
峨,"산이름, 높다, 높게 하다, 메, 산 이름(峨眉)",아,토,토
愢,"책선할, 착한 일을 권장할",시,화,금
啊,"사랑할, 사랑하다",아,수,토
淃,"물흐를, 물이 돌아 흐르다 , 물 , 물 모양",권,수,목화
塞,"변방, 변방 , 요새 , 보루",새,토,금
縹,"휘날릴,옥색, 휘날리다 , 나부끼다 , 아득하다 , 옥색 , 비단 , 술",표,목,수
庥,"그늘, 그늘, 나무 그늘, 좋은, 훌륭한, 쉬다",휴,목,토
瀣,"이슬기운, 이슬 기운",해,수,토
胙,"제육, 제육 , 음복 고기 , 섬돌, 임금 자리 , 갚다",조,수,금
僬,"밝게 볼, 밝게 보다, 달음박질하다, 난쟁이 , 밝게 살피는 모양",초,화,금
鼐,"가마솥, 가마솥(큰 솥) , 큰 솥",내,화,화
毓,"기를, 기르다 , 어리다",육,토,토목
砧,"다듬잇돌, 다듬잇돌, 모탕(도끼 받침)",침,금,금수
石,"돌, 돌, 돌악기, 굳다, 돌바늘, 돌비석, 섬, 저울 불용문자 ",석,금,금목성(姓)씨 사용
劑,"약제, 약을 짓다, 조제하다",제,금,금
栖,"쉴, 깃들이다 , 살다, 쉬다, 쌓다, 집, 평상, 바쁜 모양",서,목,금
杰,"뛰어날, 뛰어나다 , 출중하다, 우뚝하다 , 사납다",걸,화,목화
碏,"사람 이름, 사람 이름 , 돌 얼룩지다 , 거리끼다 , 훼방하다",작,금,금목
孰,"누구,익을, 누구 , 무엇 , 어느 , 익다 , 여물다 , 무르익다 , 익히다 , 정통하다 , 무르게",숙,수,금목
瑛,"옥광채, 옥빛, 투명한 옥, 수정, 패옥",영,금,토
絁,"깁(비단종류), 깁, 가늘다",시,목,금
重,"무거울, 무겁다, 중하다, 중히 여기다, 더디다, 진하다, 심히, 무게, 겹치다, 거듭하다, 거듭 불용문자 ",중,토,금토
箜,"공후,바구니, 공후, 바구니",공,목,목토
巽,"낮을, 부드럽다, 사양하다, 괘 이름",손,목,금화
妤,"여관, 계집 벼슬, 여관, 한대의 궁녀의 벼슬 이름, 아름답다",여,토,토
夬,"터놓을, 터놓다 , 정하다, 나누다",쾌,목,목
數,"셈, 세다, 셈, 이치, 운수, 꾀, 정세, 형편, 등급, 재주, 셈하다, 책하다",수,금,금
襁,"포대기, 포대기 띠, 업다",강,목,목토
颯,"바람 소리, 바람 소리 , 바람 소리의 형용 , 쇠잔한 모양 , 시들다 , 어느덧 , 홀연히",삽,목,금수
齶,"잇몸, 잇몸 , 치은 , 입천장",악,금,토목
閟,"문 닫을, 문을 닫다 , 닫다 , 닫히다 , 멎다 , 끝나다 , 숨기다 , 깊다 , 으슥하다",비,목,수
拱,"팔짱낄,보옥, 두 손을 마주 잡다, 팔짱을 끼다, 껴안다, 아름, (큰) 옥",공,목,목토
憻,"평탄할,너그러울, 평탄하다,",탄,화,화
彷,"거닐, 배회하다, 비슷하다",방,화,수토
琵,"비파, 비파",비,금,수
邽,"고을이름, 고을 이름 , 성의 하나 , 보옥",규,토,목
攪,"흔들, 어지럽다, 어지럽게 하다, 뒤섞다, 휘젓다, 물소리",교,목,목
晰,"밝을, 밝다, 명백하다, 분명하다, 희고 깨끗하다, 분명",석,화,금목
沶,"내 이름, 내 이름, 물가, 물결이 밀려오는 바닷가, 고을 이름",시,수,금
哮,"성낼, 으르렁거리다",효,수,토
瓚,"옥잔, 자루를 옥으로 만든 창주를 담는 구기 모양의 술그릇",찬,금,금화
極,"다할, 극진하다, 지극하다, 다하다, 끝, 제위, 별 이름, 용마루, 임금 자리, 빠르다, 마치다, 그치다, 이르다 불용문자 ",극,목,목
揩,"닦을, 닦다 , 지우다",개,목,목
趺,"책상다리 할, 책상다리를 하다 , 받침",부,토,수
唯,"오직, 오직, 대답하다",유,수,토
鮮,"고을, 곱다 선명하다, 날것, 생선, 좋다 아름답다, 적다",선,수,금화
儥,"팔, 팔다 , 사다 , 물건을 살 사람",육,화,토목
餦,"엿, 곡식으로 밥을 지어 엿기름으로 삭힌 뒤 고아 만든 달고 끈적끈적한 음식 , 말린 기",장,수,금토
利,"이로울, 이롭다, 이롭게 하다, 이익, 이자, 승전",리,금,화
憊,"고단할, 고달프다, 피곤하다, 앓다",비,화,수
用,"쓸, 쓰다, 쓰이다, 씀씀이, 쓸 데, 작용 효용, 재물, 그릇, 써 불용문자 ",용,수,토
宅,"집, 집, 대지, 무덤, 무덤 자리, 살다, 자리잡다, 정하다",택,목,화목성(姓)씨 사용
胷,"가슴, 가슴 , 마음 , 뜻 , 의지",흉,수,토
箋,"기록할, 찌, 문서, 명함, 상표",전,목,금화
汩,"흐를, 물 흐르다, 빨리 걷다, 밝다, 북울리다",율,수,토화
嘎,"새소리, 새소리 , 깔깔 웃다",알,수,토화
樂,"즐거울, 즐기다, 즐거움, 즐겁게 하다",락,목,화목
砌,"섬돌, 섬돌 , 겹쳐 쌓다",체,금,금
鋕,"새길, 기록하다 , 새기다 , 명심하다",지,금,금
犁,"밭 갈, 밭을 갈다, 검다, 얼룩얼룩하다, 때려 부수다, 뒤엎다, 밝게 살피다",이,토,토
竢,"기다릴, 기다리다 , 대기하다 , 떼지어 가다 , 가는 모양 , 서행하는 모양",사,금,금
謷,"헐뜯을, 헐뜯다 , 남의 말 듣지 않다 , 거만하다",오,금,토
佋,"소목, 소목 , 돕다 , 소개하다",소,화,금
眚,"흐릴, 흐리다 ,",생,목,금토
呱,"울, (갓난아이가) 울다, 갓난아이가 우는 소리",고,수,목
跬,"반걸음, 반걸음 , 조금 , 가깝다 , 적다 , 지치다",규,토,목
平,"평할, 평평하다, 바르다, 고르다, 편안하다, 쉽다, 평정하(되)다, 평야, 평상, 평성, 법관 불용문자 ",평,목,수토성(姓)씨 사용
斤,"날, 도끼, 근(무게단위), 베다, 살피다",근,금,목화성(姓)씨 사용
畃,"사귈, 사귀다 , 하여금 , 명령",순,토,금화
哩,"어조사,거리의 단위, 어조사 , 마일 , 4km는 10리",이,수,토
珠,"구슬, 구슬 불용문자 ",주,금,금
盂,"사발, 사발, 밥그릇 , 주발 , 진이름",우,금,토
實,"열매, 열매, 씨, 속, 재물, 참, 참으로, 차다, 채우다, 익다 불용문자 ",실,목,금화
慜,"총명할, 총명하다 , 영리하다) , 근심하다",민,화,수화
語,"말씀, 말씀, 기뻐하는 모양 , 말하다, 알리다, 발표하다",어,금,토
掌,"손바닥, 손바닥, 맡다, 고달프다",장,목,금토
剉,"꺾을, 꺾다 , 저미다 , 부수다 , 깎다",좌,금,금
誾,"온화할, 온화하다, 화기애애하다, 향내가 나다",은,금,토화
翎,"깃, (새의) 깃",령,화,화토
錮,"막을, 땜질하다, 막다, (잡아)매다",고,금,목
暉,"햇빛, 빛(煇), 빛나다",휘,화,토
廉,"청렴,살필, 청렴, 결백, 검소",염,목,토수성(姓)씨 사용
窖,"움, 움 , 구멍",교,수,목
逍,"노닐, 노닐다 , 거닐다, 편안하고 한가롭다",소,토,금
褚,"솜옷, 솜옷 , 솜두다 , 두다 , 쌓다 , 구의",저,목,금
鐃,"징, 자바라, 떠들썩하다 , 굽히다",요,금,토
緊,"긴요할, 굳다, 급하다, 팽팽하다, 줄(이)다",긴,목,목화
艸,"풀, 풀, 거친 풀, 잡초(雜草), 황야(荒野), 풀숲, 초원(草原), 시초(始初),",초,목,금
爹,"아버지, 아버지, 웃어른",다,목,화
即,"곧, 곧, 이제, 만약, 만일, 혹은, 가깝다, 가까이하다, 나아가다",즉,수,금목
珦,"옥이름, 옥 이름",향,금,토
佚,"편안, 편안하다, 숨다, 허물, 예쁘다, 잃다, 달아나다",일,화,토화
鞴,"말에 채비할, 말에 채비하다 , 앞턱 가로 나무 싸개 , 수",비,금,수
吝,"아낄, 아끼다 , 인색하다 , 소중히 여기다 , 주저하다",인,수,토화
總,"거느릴, 거느리다, 합치다, 묶다, 매다, 모두",총,목,금토
梨,"배, 배, 늙은이 , 뭇, 나누다, 찢다, 따르다, 높이 , 소백산맥의 조령산",이,목,토
虛,"빌, 비다, 비우다, 공허, 구멍, 틈, 헛되다",허,목,토
哈,"물고기많은모양, 물고기가 많은 모양, 물고기가 오물거리는 모양, 웃는 소리",합,수,토수
亘,"뻗칠, 건너다, 뻗치다, 극진하다, 넓이, 길이",긍,화,목토
杜,"막을, 막다, 팥배나무",두,목,화성(姓)씨 사용
證,"증거, 증거, 증명하다, 깨닫다",증,금,금토
龕,"감실, 감실, 절의 탑",감,토,목수
篪,"피리, 피리 , 긴 대",지,목,금
澖,"넓을, 넓다",한,수,토화
蹻,"발돋움할, 발돋움하다 , 교만하다 , 굳센 모양 , 강성한 모양 , 발돋움하다",교,토,목
饍,"반찬, 반찬 , 선물 , 생육 , 희생 고기 , 음식 , 먹다",선,수,금화
齎,"가져올, 가져가다, 가져오다, 주다 보내다",재,토,금
汞,"수은, 수은",홍,수,토
矣,"어조사, 어조사(과거 미래 단정 강조 등)",의,금,토
談,"말씀, 말씀 , 이야기 , 언론 , 이야기하다 , 농담하다 , 기리다 , 깊고",담,금,화수
縝,"고울,자상할, 곱다, 촘촘하다, 찬찬하다, 검은 머리(흑발)",진,목,금화
乫,"땅이름, 땅 이름, 음역자",갈,목,목화
唹,"고요히, 고요히 웃다",어,수,토
躞,"걸을, 걷다, 걸어가는 모양, 족자의 마구리, 축심",섭,토,금수
媵,"줄(주다), 주다 , 따라보내다 , 전송하다 , 잉첩",잉,토,토
坤,"땅, 땅, 8괘 64괘의 하나, 황후",곤,토,목화
畦,"밭두둑, 밭두둑",휴,토,토
槁,"마를, 마르다, 말라 죽은 나무, 쌓다, 짚",고,목,목
彔,"새길, 나무를 깍다, 근본",록,화,화목
感,"감동할, 느끼다, 감동하다(시키다), 감응하다, 깨닫다",감,화,목수
澇,"큰 물결, 큰 물결, 장마, 강 이름",로,수,화
璶,"옥돌, 옥돌",신,금,금화
庨,"높을, 높다, 궁집이 드높다, 깊다",효,목,토
橓,"무궁화나무, 무궁화나무 , 무궁화",순,목,금화
蚨,"파랑강충이, 파랑강충이 , 돈의 다른 이름",부,수,수
狀,"형상, 형상 , 모양 , 용모 , 정상 , 사실에 의한 근거 , 공",상,목,금토
滎,"실개천, 실개천, 못 이름, 물결이 일다",형,수,토
朢,"바랄, 바라다, 기다리다, 기대하다, 그리워하다",망,금,수토
任,"믿을, 맡기다, 마음대로 하다, 임지, 일, 당해내다, 보증하다, 쓰다 불용문자 ",임,화,토수성(姓)씨 사용
庫,"곳간, 곳집, 문의 이름",고,목,목
琟,"옥돌, 옥돌 , 새 이름",유,금,토
爍,"빛날, 빛나다, 태우다, 녹이다, 녹다, 끊다, 덥다, 뜨겁다, 꺼지다, 끄다,",삭,화,금목
夏,"여름, 여름, 회초리 불용문자 ",하,화,토성(姓)씨 사용
垌,"항아리, 못막이, 못막이하다 , 항아리 단지",동,토,화토
燾,"비칠,  ",도,화,화
遼,"멀, 멀다, 강 이름 , 땅 이름, 요나라",료,토,화
筌,"통발, 통발(물고기를 잡는 대오리로 만든 제구)",전,목,금화
伯,"맏이, 맏, 맏형, 큰아버지, 백작, 남편, 우두머리",백,화,수목
洑,"보, 보",보,수,수
壃,"지경(경계), 지경(땅의 가장자리)",강,토,목토
湫,"다할, 다하다, 바닥나다, 늪, 못, 소",추,수,금
卯,"토끼, 넷째 지지 불용문자 ",묘,목,수
大,"큰,집 , 크다, 높다, 훌륭하다, 자랑하다, 많다",실,목,금화성(姓)씨 사용
頍,"머리 들, 머리 들다 , 머리 장식",규,화,목
蓓,"꽃봉오리, 꽃봉오리 , 풀 이름",배,목,수
貝,"조개, 조개, 조가비, 돈, 비단 이름",패,금,수
軍,"군사, 군사, 진치다, (송대의) 행정 구획 이름",군,화,목화
市,"저자, 저자, 시가, 장사, 값, 벼슬 이름, 행정 구획",시,목,금
鏈,"쇠사슬, 쇠사슬 , 구리의 한 가지",련,금,화
註,"주낼, 주(본문 사이나 위 같은 데 뜻을 풀어 밝힘)를 내다, 주(해), 적다",주,금,금
庸,"쓸, 쓰다, 떳떳하다, 어리석다, 범상하다, 평소, 공적, 수고, 구실, 어찌(豈),",용,목,토
陼,"물가, 물가 , 모래섬 , 삼각주 , 둔덕",저,토,금
王,"임금, 임금, 수령 , 으뜸 , 할아버지, 왕 노릇하다, 왕업을 이루다 , 왕으로 불용문자 ",왕,금,토성(姓)씨 사용
驩,"기뻐할, 기뻐하다, 기쁨",환,토,토화
渚,"물가, 물가, 모래섬, 삼각주",저,수,금
皿,"그룻, 그릇",명,토,수토
燕,"제비, 제비, 잔치 잔치하다, 편안하다 편안하게 하다",연,화,토화성(姓)씨 사용
航,"배, 배, 선박, 건너다, (비행기로) 날다",항,수,토
達,"통달할, 통하다, 달하다, 이르다, 보내다, 올리다, 방자하다, 두르다",달,토,화
乹,"하늘, 우주 공간",건,금,목화
冬,"겨울, 겨울 , 겨울을 지내다 , 겨울을 나다 , 동면하다 , 북소리 , 소리의 형용 불용문자 ",동,수,화토
